wiek	naukaLata	edukacja	plec	wiaraZyciePo	szczescie	jakieZycie	fortunaEndPraca	gazetyCzesto	ogladaTVGodz	korzystaWWW	zodiak	dochod	ileGodzPracuje
27	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Wodnik	$25000 TO 29999	5
25	17	Licencjat	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Tak	Codziennie	2	Tak	Bliznieta	$110000 OR OVER	10
76	12	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	Rutynowe	NA	Codziennie	8	Nie	Koziorozec	$17500 TO 19999	2
44	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	4	Tak	Strzelec	$40000 TO 49999	7
23	11	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Nie	Wodnik	$35000 TO 39999	11
39	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	4	Nie	Wodnik	$20000 TO 22499	8
46	14	Policealna	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Byk	$35000 TO 39999	11
67	11	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Wodnik	$90000 - $109999	1
65	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Tak	Mniej niz raz w tygodniu	1	Tak	Waga	$35000 TO 39999	13
23	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	NA	NA	Codziennie	2	Tak	Byk	$50000 TO 59999	8
41	18	Magisterium	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	0	Nie	NA	$110000 OR OVER	10
63	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	NA	NA	Tak	Ryby	$75000 TO $89999	11
48	13	Szkola srednia	Mezczyzna	Nie	Nieszczesliwy	Rutynowe	NA	Kilka razy w tygodniu	3	Nie	Byk	$8 000 TO 9 999	8
47	10	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	Tak	Kilka razy w tygodniu	3	Nie	Ryby	$75000 TO $89999	8
33	9	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Tak	NA	NA	Tak	Strzelec	$15000 TO 17499	9
59	17	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	NA	Codziennie	6	Nie	Byk	$40000 TO 49999	6
48	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Tak	Codziennie	1	Nie	Wodnik	$30000 TO 34999	13
28	19	Magisterium	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Tak	NA	NA	Tak	Wodnik	$50000 TO 59999	0
25	11	Szkola zawodowa	Kobieta	Tak	Nieszczesliwy	Nudne	Nie	Raz w tygodniu	1	Tak	Bliznieta	$75000 TO $89999	13
48	14	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	5	Nie	Lew	$35000 TO 39999	8
52	17	Licencjat	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Skorpion	$20000 TO 22499	8
41	8	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	Raz w tygodniu	12	Nie	Baran	$1 000 TO 2 999	2
52	8	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Nie	Baran	$5 000 TO 5 999	9
69	19	Magisterium	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	Kilka razy w tygodniu	1	Nie	Lew	$50000 TO 59999	1
61	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	Tak	NA	NA	Nie	Rak	$40000 TO 49999	5
58	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Nie	Rak	$22500 TO 24999	11
24	15	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	NA	NA	NA	NA	Tak	Lew	$22500 TO 24999	9
24	11	Szkola zawodowa	Mezczyzna	Tak	Bardzo szczesliwy	Rutynowe	Nie	Nigdy	2	Nie	Bliznieta	UNDER $1 000	10
48	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	3	Nie	Wodnik	$8 000 TO 9 999	8
52	7	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Tak	NA	NA	Nie	Baran	$8 000 TO 9 999	6
22	11	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	Raz w tygodniu	6	Tak	Koziorozec	$10000 TO 12499	4
20	9	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	2	Tak	Baran	$10000 TO 12499	9
25	12	Szkola srednia	Kobieta	Nie	Bardzo szczesliwy	Ekscytujace	Nie	Nigdy	2	Tak	Lew	$15000 TO 17499	9
56	10	Szkola zawodowa	Mezczyzna	Tak	Nieszczesliwy	Rutynowe	Nie	NA	NA	Nie	Bliznieta	$25000 TO 29999	10
48	14	Policealna	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Kilka razy w tygodniu	1	Tak	Byk	$90000 - $109999	8
64	20	Magisterium	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Tak	NA	NA	Tak	Ryby	$40000 TO 49999	11
28	20	Magisterium	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	2	Tak	Wodnik	$110000 OR OVER	12
43	20	Magisterium	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Nigdy	1	Tak	Strzelec	$90000 - $109999	10
52	16	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Panna	$110000 OR OVER	3
30	12	Szkola srednia	Mezczyzna	Nie	Nieszczesliwy	Rutynowe	NA	NA	NA	Nie	Rak	$15000 TO 17499	8
40	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Nigdy	2	Tak	Strzelec	$40000 TO 49999	12
55	14	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	NA	NA	NA	Nie	Waga	$17500 TO 19999	0
72	20	Magisterium	Kobieta	Tak	Bardzo szczesliwy	NA	NA	Codziennie	2	Tak	Strzelec	$75000 TO $89999	3
41	14	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Tak	Codziennie	2	Tak	Waga	$50000 TO 59999	13
36	16	Magisterium	Mezczyzna	Tak	Nieszczesliwy	Rutynowe	Nie	NA	NA	Tak	Ryby	$110000 OR OVER	0
80	14	Szkola srednia	Kobieta	Nie	Bardzo szczesliwy	NA	NA	Codziennie	4	Nie	Koziorozec	NA	0
49	13	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	NA	NA	Mniej niz raz w tygodniu	5	Tak	Bliznieta	$75000 TO $89999	7
51	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Tak	NA	NA	Nie	Lew	$50000 TO 59999	2
43	16	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	Nie	Codziennie	3	Tak	Rak	$40000 TO 49999	6
69	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	2	Nie	Ryby	$25000 TO 29999	1
23	11	Szkola zawodowa	Kobieta	Tak	Nieszczesliwy	Nudne	NA	Raz w tygodniu	5	Nie	Waga	NA	6
21	10	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	2	Nie	Bliznieta	$5 000 TO 5 999	10
23	16	Licencjat	Mezczyzna	Nie	Nieszczesliwy	Ekscytujace	Nie	NA	NA	Tak	Koziorozec	$20000 TO 22499	5
21	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Tak	NA	NA	Tak	Bliznieta	$30000 TO 34999	11
42	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	Codziennie	3	Tak	Panna	$17500 TO 19999	7
62	9	Szkola zawodowa	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Codziennie	5	Nie	Panna	NA	7
35	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Tak	NA	NA	Nie	Skorpion	$40000 TO 49999	11
56	14	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Tak	Mniej niz raz w tygodniu	1	Nie	Strzelec	$90000 - $109999	11
37	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	3	Tak	Byk	$25000 TO 29999	7
25	14	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Ekscytujace	Nie	Kilka razy w tygodniu	2	Tak	Koziorozec	$60000 TO 74999	12
30	15	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Koziorozec	$35000 TO 39999	8
24	17	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Bliznieta	$30000 TO 34999	9
31	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Tak	NA	NA	Tak	Bliznieta	$35000 TO 39999	2
27	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	Mniej niz raz w tygodniu	3	Tak	Lew	$35000 TO 39999	8
25	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Raz w tygodniu	4	Tak	Rak	$110000 OR OVER	6
43	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Tak	Kilka razy w tygodniu	2	Tak	Koziorozec	$60000 TO 74999	11
32	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	5	Nie	Rak	$35000 TO 39999	6
39	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	NA	NA	NA	NA	Tak	Koziorozec	$30000 TO 34999	11
45	11	Szkola zawodowa	Mezczyzna	Tak	Nieszczesliwy	Rutynowe	Nie	Mniej niz raz w tygodniu	3	Nie	Koziorozec	$20000 TO 22499	6
24	12	Szkola srednia	Kobieta	Tak	Nieszczesliwy	NA	Tak	NA	NA	Nie	Waga	$30000 TO 34999	9
25	19	Magisterium	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	0	Tak	Bliznieta	NA	9
53	19	Magisterium	Mezczyzna	Nie	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Rak	$50000 TO 59999	11
73	19	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	1	Tak	Skorpion	$110000 OR OVER	1
27	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	2	Tak	Baran	$50000 TO 59999	12
73	11	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	Codziennie	5	Nie	Panna	$8 000 TO 9 999	1
54	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Nigdy	4	Tak	Waga	NA	8
47	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Nie	Byk	$15000 TO 17499	10
26	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	Kilka razy w tygodniu	2	Tak	Lew	$5 000 TO 5 999	11
29	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Strzelec	$35000 TO 39999	8
32	15	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	2	Tak	Wodnik	$25000 TO 29999	13
21	13	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Ryby	$25000 TO 29999	4
86	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Rutynowe	NA	Codziennie	3	Nie	Baran	$10000 TO 12499	0
33	13	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	Nudne	Tak	NA	NA	Tak	Waga	$22500 TO 24999	1
47	13	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	2	Nie	Ryby	$40000 TO 49999	12
72	6	Szkola zawodowa	Kobieta	Nie	Bardzo szczesliwy	Rutynowe	NA	Raz w tygodniu	8	Nie	Rak	NA	3
55	14	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Mniej niz raz w tygodniu	2	Nie	Wodnik	$22500 TO 24999	10
62	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	NA	NA	NA	Nie	Baran	$25000 TO 29999	0
70	12	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	Rutynowe	NA	Codziennie	4	Nie	Skorpion	$60000 TO 74999	2
33	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Tak	NA	NA	Nie	Koziorozec	$30000 TO 34999	8
42	20	Magisterium	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	1	Tak	Koziorozec	$75000 TO $89999	10
27	13	Szkola srednia	Mezczyzna	Nie	Nieszczesliwy	Rutynowe	Nie	Raz w tygodniu	1	Tak	Wodnik	$10000 TO 12499	10
61	19	Magisterium	Kobieta	Tak	Nieszczesliwy	Ekscytujace	Nie	NA	NA	Tak	Bliznieta	NA	9
35	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Tak	Codziennie	2	Tak	Byk	$60000 TO 74999	12
34	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	4	Tak	Lew	$50000 TO 59999	7
22	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Rak	NA	10
79	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	NA	Nie	Codziennie	2	Nie	Panna	$30000 TO 34999	0
50	15	Policealna	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Mniej niz raz w tygodniu	8	Tak	Koziorozec	$8 000 TO 9 999	4
57	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Tak	Raz w tygodniu	2	Nie	Rak	$75000 TO $89999	12
48	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	0	Tak	Rak	$75000 TO $89999	13
52	13	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Waga	$75000 TO $89999	6
20	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	NA	NA	Kilka razy w tygodniu	4	Tak	Baran	$15000 TO 17499	8
41	12	Szkola srednia	Kobieta	Tak	Nieszczesliwy	Rutynowe	Nie	Nigdy	2	Tak	Wodnik	$40000 TO 49999	8
35	11	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Codziennie	3	Tak	Lew	$60000 TO 74999	7
25	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Tak	Bliznieta	$8 000 TO 9 999	4
23	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Nigdy	1	Tak	Lew	$17500 TO 19999	12
32	18	Magisterium	Mezczyzna	Nie	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Koziorozec	$12500 TO 14999	8
63	10	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Panna	NA	0
27	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	NA	Codziennie	10	Tak	Rak	$40000 TO 49999	2
27	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	2	Tak	Rak	$25000 TO 29999	9
54	19	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	3	Tak	Rak	$110000 OR OVER	6
43	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	2	Tak	Bliznieta	$110000 OR OVER	8
42	18	Magisterium	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	1	Tak	Wodnik	$90000 - $109999	10
62	16	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	NA	NA	NA	Tak	Baran	$110000 OR OVER	7
52	18	Magisterium	Mezczyzna	Tak	Bardzo szczesliwy	Rutynowe	Nie	Kilka razy w tygodniu	2	Tak	Byk	$110000 OR OVER	9
42	18	Magisterium	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Raz w tygodniu	2	Tak	Skorpion	$90000 - $109999	10
28	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Koziorozec	$60000 TO 74999	7
72	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	Rutynowe	NA	Codziennie	3	Nie	Rak	NA	1
41	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	3	Nie	NA	NA	6
31	12	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	Rutynowe	Nie	NA	NA	Tak	Strzelec	$25000 TO 29999	11
72	14	Szkola srednia	Kobieta	Nie	Nieszczesliwy	Rutynowe	NA	NA	NA	Nie	Waga	$20000 TO 22499	1
42	12	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Nigdy	3	Nie	Koziorozec	$60000 TO 74999	6
55	16	Licencjat	Kobieta	Tak	Nieszczesliwy	Rutynowe	Tak	NA	NA	Nie	Waga	$30000 TO 34999	8
78	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Mniej niz raz w tygodniu	6	Nie	Skorpion	$8 000 TO 9 999	6
30	14	Szkola srednia	Mezczyzna	Nie	Bardzo szczesliwy	Ekscytujace	Tak	Mniej niz raz w tygodniu	4	Tak	Strzelec	$20000 TO 22499	7
28	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	2	Nie	Baran	$35000 TO 39999	13
27	11	Szkola zawodowa	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Kilka razy w tygodniu	2	Tak	Baran	$40000 TO 49999	8
42	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Rak	$12500 TO 14999	11
36	14	Policealna	Mezczyzna	Nie	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Strzelec	$20000 TO 22499	9
74	8	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	5	Nie	Waga	$22500 TO 24999	3
43	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Skorpion	$17500 TO 19999	10
56	15	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	NA	Nie	NA	NA	Tak	Panna	NA	6
51	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	2	Tak	Panna	$30000 TO 34999	12
34	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Lew	$110000 OR OVER	8
22	13	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	Nigdy	2	Tak	Rak	$40000 TO 49999	8
80	13	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	6	Nie	Bliznieta	$12500 TO 14999	0
39	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	1	Tak	Waga	$50000 TO 59999	8
27	13	Szkola srednia	Mezczyzna	Nie	Nieszczesliwy	NA	NA	Kilka razy w tygodniu	3	Tak	Strzelec	$25000 TO 29999	7
33	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	Kilka razy w tygodniu	2	Tak	Baran	$75000 TO $89999	12
32	15	Policealna	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Tak	NA	NA	Tak	Skorpion	$60000 TO 74999	7
47	18	Magisterium	Mezczyzna	Nie	Nieszczesliwy	NA	NA	Mniej niz raz w tygodniu	0	Tak	Baran	$110000 OR OVER	12
38	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	Codziennie	1	Tak	Panna	$35000 TO 39999	9
56	12	Szkola srednia	Kobieta	Tak	Nieszczesliwy	NA	NA	Codziennie	3	Nie	Lew	$12500 TO 14999	7
30	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Kilka razy w tygodniu	5	Tak	Baran	$40000 TO 49999	8
88	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	NA	NA	NA	Nie	Lew	$15000 TO 17499	0
19	13	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	Kilka razy w tygodniu	2	Tak	Byk	$8 000 TO 9 999	9
25	12	Szkola srednia	Kobieta	Nie	Bardzo szczesliwy	NA	NA	Nigdy	1	Tak	Ryby	$75000 TO $89999	8
59	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	Tak	NA	NA	Tak	Ryby	$75000 TO $89999	2
31	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Baran	$50000 TO 59999	6
34	15	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Tak	Raz w tygodniu	1	Tak	Wodnik	$75000 TO $89999	9
38	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Kilka razy w tygodniu	2	Tak	Waga	$60000 TO 74999	11
53	0	Szkola zawodowa	Kobieta	Tak	Nieszczesliwy	NA	Nie	Kilka razy w tygodniu	2	Nie	Lew	$20000 TO 22499	13
46	14	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	NA	NA	Kilka razy w tygodniu	2	Tak	Koziorozec	$90000 - $109999	8
50	14	Policealna	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Kilka razy w tygodniu	2	Tak	Ryby	$90000 - $109999	12
34	9	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Nie	Strzelec	$6 000 TO 6 999	9
81	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	NA	NA	Raz w tygodniu	16	Nie	Rak	$8 000 TO 9 999	0
67	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Kilka razy w tygodniu	4	Nie	Bliznieta	NA	2
25	11	Szkola srednia	Kobieta	Tak	Nieszczesliwy	Ekscytujace	NA	NA	NA	Tak	Waga	$12500 TO 14999	2
64	16	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	2	Tak	Wodnik	$110000 OR OVER	13
24	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Raz w tygodniu	1	Tak	Byk	$35000 TO 39999	11
38	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Waga	$50000 TO 59999	7
71	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	NA	Codziennie	5	Tak	Baran	$50000 TO 59999	2
21	11	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	Rutynowe	NA	Kilka razy w tygodniu	8	Tak	Bliznieta	$10000 TO 12499	6
21	16	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	NA	Kilka razy w tygodniu	2	Nie	Skorpion	$15000 TO 17499	10
61	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Nigdy	2	Nie	Byk	NA	9
40	15	Policealna	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	2	Tak	Lew	$75000 TO $89999	13
41	20	Magisterium	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Raz w tygodniu	1	Tak	Baran	$110000 OR OVER	12
47	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Tak	NA	NA	Tak	Ryby	$75000 TO $89999	1
56	18	Magisterium	Kobieta	Nie	Dosc szczesliwy	Ekscytujace	Tak	Codziennie	1	Tak	Byk	$110000 OR OVER	10
60	12	Szkola srednia	Mezczyzna	Nie	Nieszczesliwy	Rutynowe	NA	NA	NA	Nie	Panna	NA	5
31	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Mniej niz raz w tygodniu	1	Nie	Ryby	$20000 TO 22499	8
65	13	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Bliznieta	$60000 TO 74999	3
43	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Nudne	Nie	NA	NA	Nie	Wodnik	$25000 TO 29999	9
33	12	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Nigdy	6	Nie	Koziorozec	NA	5
36	14	Policealna	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Tak	NA	NA	Tak	Panna	$60000 TO 74999	7
24	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	NA	NA	Nie	Strzelec	NA	6
25	8	Szkola zawodowa	Kobieta	Nie	Dosc szczesliwy	Ekscytujace	Tak	Codziennie	4	Tak	Baran	NA	7
33	12	Szkola srednia	Mezczyzna	Nie	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	5	Tak	Wodnik	$25000 TO 29999	6
54	15	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	3	Tak	Bliznieta	$15000 TO 17499	6
36	11	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	Kilka razy w tygodniu	10	Nie	Waga	$17500 TO 19999	0
31	12	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	4	Nie	Rak	$6 000 TO 6 999	7
34	17	Policealna	Kobieta	Nie	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	3	Tak	Bliznieta	$40000 TO 49999	7
45	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	1	Tak	NA	NA	10
33	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	NA	$50000 TO 59999	5
41	14	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Kilka razy w tygodniu	2	Tak	Wodnik	$60000 TO 74999	10
45	17	Magisterium	Kobieta	Nie	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Tak	Rak	$110000 OR OVER	5
49	14	Policealna	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Raz w tygodniu	2	Tak	Koziorozec	$50000 TO 59999	10
29	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	NA	NA	Raz w tygodniu	2	Tak	Skorpion	$35000 TO 39999	9
33	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Ryby	$22500 TO 24999	10
65	16	Policealna	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Tak	Codziennie	4	Nie	Koziorozec	$90000 - $109999	7
